Name,Potential,Value,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Composure,Marking
L. Hinterseer,74,4700,193.04,190,57,77,75,69,75,65,64,44,59,70,65,61,63,72,63,72,65,70,81,63,57,33,72,70,52
S. Peeters,76,4900,187.96,163,75,63,55,77,68,73,82,78,78,74,65,66,53,68,60,72,66,73,60,74,63,57,66,69,64
M. Terrier,83,6500,182.88,161,67,75,54,75,63,74,65,44,69,74,80,82,74,73,66,73,66,66,66,67,51,27,75,74,34
Marcos Guilherme,79,5500,170.18,128,69,68,42,73,53,76,69,64,69,74,82,78,85,65,86,62,57,69,42,63,48,29,69,67,43
A. Lookman,85,7000,175.26,172,65,74,49,70,58,85,48,52,44,77,86,80,88,63,80,72,65,63,51,69,65,33,68,64,24
P. Mouche,73,3800,177.8,159,73,69,67,70,71,75,71,71,67,71,81,73,77,71,74,76,72,70,69,66,30,35,72,71,25
B. Bannan,73,4000,170.18,134,73,56,42,75,74,71,76,70,81,77,68,61,91,70,91,73,64,78,32,67,53,57,65,71,52
Édundo Oliveira,73,3500,182.88,174,51,41,71,67,54,45,41,42,66,51,55,56,54,71,57,53,78,61,82,52,76,72,35,65,69
A. Solari,74,4700,175.26,152,71,56,48,70,37,71,68,74,66,68,89,90,87,73,77,65,87,78,74,63,64,62,63,62,53
H. Barnes,84,7000,175.26,146,69,71,41,69,50,77,70,52,62,71,78,74,74,68,75,71,44,69,53,75,47,43,71,64,43
D. Lukebakio,81,6000,187.96,170,68,69,26,67,63,78,67,66,63,74,79,88,77,71,70,75,69,66,67,70,33,26,69,72,31
Y. Benalouane,73,2700,185.42,190,61,24,68,64,51,47,51,52,61,59,49,54,56,65,58,68,77,51,77,39,87,76,46,63,69
Paolito Serra,73,3500,190.5,194,39,36,74,66,44,37,39,31,65,72,33,42,40,64,41,77,43,46,87,44,67,74,32,82,75
J. Ménez,73,3600,182.88,170,64,73,58,74,76,86,79,73,60,79,69,70,68,66,74,68,69,42,61,70,48,34,70,65,47
A. Webster,77,3500,190.5,165,44,26,76,65,27,65,27,25,70,70,67,69,61,64,66,37,76,67,75,32,69,76,26,73,68
V. Jovanović,78,3600,187.96,176,57,47,68,69,50,62,33,40,60,67,52,44,53,70,50,55,72,70,75,30,76,71,48,67,71
J. Murphy,80,4600,177.8,163,69,66,40,68,50,78,75,62,60,70,77,82,78,64,75,73,46,66,59,73,31,18,68,65,34
D. Siovas,72,2400,193.04,183,33,38,68,70,55,62,56,28,70,69,40,37,41,66,48,66,77,81,87,37,80,79,40,68,42
J. Pohjanpalo,77,4200,182.88,192,54,72,72,61,69,66,63,45,40,68,73,73,69,71,65,73,69,61,70,66,62,18,73,68,24
R. Pierre-Gabriel,82,4300,177.8,168,70,43,62,66,43,71,60,35,53,70,79,79,71,68,72,58,72,76,68,53,65,69,50,64,67
J. Kenny,79,3700,175.26,148,69,28,64,65,33,63,56,49,60,60,73,72,68,68,71,50,72,71,63,30,74,76,61,63,71
K. Omeruo,79,3700,185.42,179,47,22,71,63,27,53,24,23,60,60,67,75,65,72,56,54,88,74,82,31,76,68,34,70,65
C. Nørgaard,79,3700,187.96,170,64,55,67,74,54,63,64,64,71,72,62,60,68,69,71,63,59,78,70,57,62,66,62,70,75
P. Kasami,73,3700,187.96,154,66,60,62,73,65,73,56,62,70,75,62,70,55,74,53,84,59,81,79,72,75,67,67,64,40
B. Kayal,72,2900,177.8,163,65,54,64,74,53,72,58,57,72,71,65,66,74,67,72,72,92,88,69,67,83,67,62,72,68
Jon Bautista,78,4300,180.34,159,47,78,73,69,69,70,50,57,41,72,61,58,62,69,69,75,67,56,52,77,40,16,73,64,25
E. Mulder,73,2400,193.04,194,15,20,19,33,14,14,14,12,34,30,35,40,36,71,38,39,75,36,69,15,31,18,11,35,16
K. Karaman,76,4100,187.96,183,69,72,68,71,56,74,45,28,53,75,73,71,74,69,66,74,80,72,69,70,64,22,72,52,24
J. Ruddy,72,1900,193.04,214,14,7,12,25,11,11,13,13,23,24,38,43,23,73,22,24,68,36,71,15,24,22,15,53,11
A. Jóhannsson,72,3300,182.88,154,44,73,69,70,67,74,59,46,71,73,72,68,68,70,65,73,67,62,64,69,50,27,72,71,46
Patric,75,3200,182.88,159,65,49,69,72,25,60,46,48,55,70,67,64,64,68,57,63,67,69,66,57,62,74,55,67,73
F. Ceccherini,77,3400,187.96,165,15,17,58,58,14,42,13,19,45,56,60,55,59,70,59,15,80,63,86,12,65,72,13,63,71
Otávinho Vila,72,950,175.26,165,62,41,67,72,34,52,51,52,71,55,63,66,66,72,63,61,71,90,67,45,56,74,55,81,76
A. Mendy,77,4200,182.88,190,33,74,68,65,62,62,60,36,40,68,66,68,64,69,55,80,73,68,90,64,59,29,71,65,16
O. Hawsawi,72,950,187.96,183,44,57,72,65,48,54,50,42,57,52,59,60,66,70,68,65,76,75,80,48,68,69,57,70,72
D. Kamada,79,4500,182.88,161,61,77,48,73,38,77,67,58,59,75,80,75,80,69,73,68,58,69,59,62,48,28,70,80,30
M. James,72,3300,180.34,190,69,59,63,76,44,68,68,68,74,76,62,53,61,70,69,72,69,70,70,58,69,69,66,73,69
G. McAuley,72,425,190.5,196,49,47,82,52,23,27,39,33,50,60,27,30,33,71,33,44,72,33,76,30,76,72,45,67,75
M. Barrow,73,3700,175.26,139,61,69,47,63,61,75,53,55,61,66,94,93,89,72,84,70,52,63,49,63,49,50,71,73,28
Lucas Piazon,77,4200,182.88,161,71,73,53,75,74,72,75,73,68,77,70,69,72,70,69,70,39,66,55,70,44,31,71,79,27
M. Frey,78,4300,187.96,196,45,76,70,63,54,64,59,35,57,72,64,66,60,63,49,76,71,80,93,64,85,26,75,73,35
Romarinho,72,3300,175.26,152,63,70,64,70,64,78,67,71,63,74,86,85,87,70,84,67,54,74,53,62,32,28,73,66,30
B. Srarfi,80,4600,175.26,157,70,70,56,72,65,79,65,59,65,75,79,78,80,59,68,69,55,59,55,69,36,29,65,64,30
T. Lees,73,2900,185.42,161,53,36,71,64,20,59,33,20,60,63,59,62,61,66,68,38,83,65,80,35,68,69,38,70,74
I. Hayden,79,3700,185.42,174,43,48,65,73,33,65,45,38,68,72,55,64,57,67,60,62,68,70,73,56,79,68,53,63,70
Brandon Thomas,79,4400,172.72,157,59,73,59,63,67,77,64,54,56,70,77,75,86,73,89,72,74,81,60,69,39,42,76,66,23
H. Wilson,84,5500,172.72,154,68,68,47,70,59,73,72,77,59,73,82,76,78,68,84,73,45,67,47,76,31,25,71,60,47
C. Jean,77,4200,170.18,143,73,66,61,69,69,73,66,59,64,71,85,82,90,69,84,71,42,67,51,69,55,29,66,61,31
B. Osborn,78,4300,175.26,165,72,62,48,71,68,70,68,70,67,72,82,77,90,66,87,70,37,91,53,69,43,61,61,67,69
P. Billing,83,4700,198.12,176,53,58,70,76,63,68,64,53,73,72,55,61,54,68,55,74,61,62,75,74,65,69,60,73,70
Enzo Merques,72,875,187.96,168,75,57,68,72,66,74,74,70,64,75,71,77,72,77,65,71,62,74,75,73,82,64,69,67,68
Rômulo Calsede,72,3000,180.34,172,50,74,69,66,69,66,60,55,61,69,74,76,69,68,59,72,73,76,75,66,47,30,73,70,28
Jota,72,3300,180.34,154,73,71,43,68,43,72,74,69,70,78,70,67,77,68,69,66,48,62,61,68,49,29,71,66,39
E. Bergwhite,76,4100,193.04,196,32,75,77,61,61,67,64,68,45,73,52,51,52,71,51,73,70,55,90,58,60,26,72,68,25
M. Pack,73,3500,187.96,163,68,52,70,75,54,68,60,68,75,73,51,59,64,68,59,73,70,85,77,66,72,70,59,73,66
D. Verde,82,5000,167.64,141,69,58,46,68,60,77,72,72,60,78,88,84,88,62,93,82,45,68,33,73,58,24,65,70,41
J. Nsame,77,4200,187.96,194,35,75,70,59,69,69,45,30,34,72,73,71,70,59,40,74,60,62,81,65,51,16,70,66,28
L. Suárez,80,4600,167.64,132,75,74,54,74,59,77,76,70,70,76,72,65,88,66,91,65,74,38,32,70,36,15,68,68,23
R. Shotton,72,2400,190.5,185,68,50,69,65,38,63,42,37,61,66,61,67,59,72,48,65,64,80,81,44,68,72,55,62,74
V. Belec,74,2600,193.04,205,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,23,75,20,59,16,25,21,11,70,19
T. Lawrence,78,4300,180.34,165,73,69,56,70,56,76,62,75,64,73,76,72,77,67,74,74,60,73,58,77,66,22,70,70,48
M. Sobottka,78,3600,185.42,165,52,58,66,68,46,63,46,44,65,67,66,66,66,72,66,59,68,86,75,56,72,71,56,72,73
P. Crouch,72,1100,200.66,165,57,75,85,70,83,62,58,50,63,77,31,32,46,77,28,75,31,43,70,62,70,27,80,80,37
E. Martínez,77,3000,193.04,187,22,16,26,27,23,13,22,20,46,26,59,57,49,64,49,18,60,14,70,16,37,13,12,53,11
T. Pledl,75,3900,172.72,159,74,65,50,71,50,72,74,73,67,73,79,78,91,67,84,67,63,73,51,43,59,53,66,55,45
A. Tuanzebe,83,4700,185.42,159,52,26,66,69,41,69,45,37,68,70,78,79,68,69,64,46,71,72,75,34,70,68,41,67,72
R. Walter,78,4200,175.26,161,69,57,50,75,51,71,60,50,71,73,66,68,74,71,75,67,69,76,62,64,68,72,55,75,65
M. Kean,87,6500,182.88,174,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,68,27
B. Afobe,76,4100,182.88,172,46,75,66,68,70,65,65,57,52,70,76,83,69,68,65,68,77,64,78,64,60,25,73,70,31
A. Cerri,80,4600,193.04,201,40,75,75,65,68,68,64,34,45,73,54,69,60,60,66,75,73,68,94,68,42,13,70,68,51
F. Hübner,74,3000,193.04,185,50,40,74,58,25,32,31,21,51,54,54,53,52,69,48,62,50,59,79,35,73,74,44,68,70
A. Çalık,77,3500,182.88,170,40,42,75,62,41,58,44,39,64,62,65,68,52,70,74,55,81,76,72,21,68,74,40,75,69
J. Ledley,72,2100,182.88,161,67,62,72,73,53,59,69,53,68,74,60,53,53,72,72,70,90,75,77,67,70,72,67,78,73
V. Găman,72,2400,190.5,181,44,47,74,68,43,51,41,48,63,63,60,57,61,68,63,64,73,68,71,43,70,71,59,66,72
S. Medina,74,3100,180.34,152,60,49,72,68,50,65,57,40,64,69,74,75,73,69,65,50,80,77,80,40,70,72,68,68,69
K. Diks,79,3700,185.42,154,62,23,65,70,36,66,42,30,63,73,75,75,71,65,66,58,73,76,69,57,77,74,54,62,70
C. Christie,75,3200,187.96,172,70,49,63,67,41,73,57,35,60,69,76,87,75,71,56,60,70,78,75,47,72,67,68,62,69
R. Žulj,74,3800,187.96,196,65,71,66,75,70,76,68,70,71,77,53,53,55,70,61,76,79,65,77,72,46,28,74,71,47
R. McCormack,72,2800,175.26,163,71,70,62,68,70,70,79,80,66,74,66,67,75,70,82,79,59,50,78,72,71,30,73,71,29
R. Danzé,72,2000,182.88,161,71,52,66,74,58,69,61,55,72,72,64,55,64,70,67,69,63,65,72,71,75,77,59,76,73
Hwang Hee Chan,82,5000,177.8,170,58,70,60,66,61,72,58,44,55,74,92,90,87,73,78,70,70,72,70,59,57,22,72,64,28
S. Perica,77,4200,193.04,176,44,72,76,58,66,66,44,44,38,68,68,67,58,70,44,74,72,64,76,58,66,26,77,68,20
A. Mena,72,2900,167.64,148,67,67,65,71,71,72,62,67,68,73,82,83,87,72,86,70,43,79,42,72,27,43,69,70,38
Diogo Dalot,84,4700,182.88,157,75,52,65,69,44,73,75,44,58,74,73,73,69,76,63,76,78,79,71,59,80,68,68,73,72
P. Arajuuri,72,2300,193.04,203,27,36,71,58,25,39,45,30,61,47,38,45,37,63,36,51,74,71,92,24,84,70,29,66,67
Jessé Ledeiro,72,2900,175.26,161,72,64,46,73,68,71,73,71,75,73,67,71,65,76,81,62,72,78,47,56,48,52,71,81,14
T. Torun,72,3100,175.26,159,71,68,56,71,58,73,66,73,67,72,75,76,77,67,76,66,72,69,62,66,39,31,68,62,25
J. Windass,78,4300,175.26,150,65,68,60,69,61,69,69,63,66,70,89,87,85,68,78,75,64,72,70,67,61,36,70,68,30
K. Pedersen,77,3500,190.5,183,67,30,73,66,28,66,36,25,47,65,66,67,56,70,48,49,67,78,81,39,75,78,49,61,71
F. Al Muwallad,77,4200,170.18,150,67,61,58,67,69,71,56,48,55,68,93,93,78,69,70,80,82,84,61,65,69,45,66,69,59
L. Reyes,73,2900,180.34,146,73,34,62,68,44,69,50,46,62,66,79,75,72,68,77,64,70,82,62,65,40,66,56,64,69
C. Brunt,72,1800,185.42,185,84,62,61,74,70,67,86,76,76,75,54,53,62,72,61,86,67,60,69,76,69,65,63,68,71
I. Mbenza,80,4600,187.96,170,72,69,59,70,59,73,74,64,67,70,85,86,77,64,60,77,75,65,74,70,47,21,72,64,47
R. Keogh,72,2100,187.96,192,52,28,73,70,23,63,33,30,65,58,63,58,47,68,59,51,72,76,76,12,71,69,50,69,73
Adrián Burnabão,72,1600,175.26,161,73,58,42,76,70,75,68,74,71,75,53,72,75,71,74,72,68,64,58,72,48,30,60,73,15
J. Pereira,72,2100,182.88,179,50,31,79,60,19,54,30,33,54,53,46,46,40,60,53,50,73,70,82,43,70,74,35,64,71
Y. Mulumbu,72,2100,175.26,168,59,61,64,76,35,69,45,54,72,74,60,56,62,71,73,75,72,71,72,65,75,72,67,75,60
A. Esswein,72,3100,182.88,187,70,68,67,68,68,75,68,54,61,73,83,83,66,74,63,86,78,67,77,70,76,48,65,64,69
D. Henderson,83,4200,190.5,187,14,9,13,32,5,13,13,10,31,32,51,48,53,70,56,23,63,34,60,6,21,11,8,39,17
I. Lewczuk,72,1300,187.96,187,67,42,62,68,34,60,59,34,53,63,49,52,54,70,64,63,70,65,82,35,78,71,62,67,74
F. Kroos,75,3100,182.88,172,50,59,61,74,58,69,69,73,69,73,66,64,68,71,68,71,71,73,71,68,77,73,62,70,62
J. Mauri,79,4300,170.18,143,66,40,41,78,64,77,72,55,74,78,77,65,89,66,93,64,75,74,33,68,69,68,50,68,70
L. Caldirola,72,2600,187.96,174,62,28,72,70,41,59,51,51,66,65,52,51,52,70,53,63,74,53,79,47,66,73,40,70,69
B. Hrgota,75,4000,185.42,165,56,80,60,65,71,76,76,53,53,72,76,67,71,67,64,75,68,66,64,75,45,17,69,60,22
A. Andrade,72,3000,177.8,157,63,62,45,68,66,75,66,61,70,73,78,79,79,66,68,78,70,79,62,68,35,37,67,65,69
F. Ricci,75,3900,175.26,139,71,65,42,68,60,77,53,53,59,76,80,76,78,68,74,63,34,60,39,62,61,47,68,70,46
M. Erdinç,72,2800,180.34,185,56,73,73,70,68,67,60,70,55,70,68,70,69,71,74,72,85,73,75,64,66,42,73,72,41
A. Hoffmann,76,3400,190.5,185,49,29,73,67,23,51,27,31,64,62,52,40,55,69,56,61,59,52,78,34,71,70,52,59,72
M. Sprocati,75,3900,172.72,165,70,71,33,70,60,77,60,39,65,75,73,76,78,65,73,65,41,55,68,67,26,16,68,64,25
J. Torres Nilo,72,2200,180.34,172,66,34,68,65,55,64,71,51,61,65,74,74,72,72,58,62,75,82,83,50,85,72,54,69,67
João Schmidt,76,3900,182.88,181,67,57,70,74,60,72,78,77,72,76,55,53,59,72,60,79,71,68,71,77,70,65,69,67,69
E. Jakupović,72,1600,190.5,187,11,12,12,39,15,11,11,14,34,22,43,45,38,59,45,25,66,31,62,11,45,24,11,62,14
G. Angella,72,2400,187.96,174,30,30,68,58,44,48,32,30,62,56,39,47,34,64,34,60,64,50,73,26,74,74,30,66,78
F. Ceravolo,72,2800,180.34,161,60,75,65,65,68,74,66,60,50,75,75,78,79,64,71,70,87,65,75,64,53,25,70,73,47
N. Murru,77,3500,180.34,141,70,30,60,66,39,66,54,39,58,68,76,76,73,70,71,57,74,78,66,40,72,66,50,68,69
Bruno Uvini,73,2900,185.42,185,19,37,70,61,25,46,42,39,53,58,31,51,30,64,40,63,69,60,88,36,71,75,33,61,67
Paulao Junqueiras,72,3000,193.04,212,34,77,76,62,71,63,59,46,38,67,33,41,45,66,30,85,33,52,92,70,58,22,76,70,25
E. Ofori,78,4200,172.72,154,58,45,39,74,59,75,65,49,74,76,75,65,88,70,92,70,72,73,59,58,78,62,64,72,63
D. Di Gennaro,72,2900,180.34,159,72,60,50,77,64,71,74,75,75,75,69,70,72,71,72,64,67,63,65,70,59,59,65,73,60
A. Matri,72,2000,182.88,176,50,73,76,67,77,64,65,46,45,71,67,66,68,70,66,72,85,56,77,58,50,25,75,77,44
A. Morales,72,3100,182.88,170,61,53,55,74,49,68,64,53,70,73,75,67,74,71,71,70,73,87,68,64,81,70,62,67,69
S. Longo,74,3800,185.42,172,56,71,67,65,73,71,58,43,40,72,74,75,75,73,64,73,80,65,76,67,80,28,72,79,54
L. Höler,75,4000,182.88,176,45,72,71,61,71,67,50,38,41,66,67,73,66,72,67,74,72,78,75,64,65,28,74,59,31
Torrejón,72,1800,187.96,194,42,23,71,60,49,48,43,52,58,52,37,48,50,70,44,59,55,58,81,31,77,72,29,76,72
Rogerinho,72,2700,175.26,154,64,68,61,67,66,78,64,68,60,75,83,81,83,68,78,70,68,62,58,62,63,26,67,68,29
R. van La Parra,72,3300,180.34,159,64,58,38,68,51,82,67,57,60,78,79,84,75,65,75,67,55,63,66,54,58,34,68,66,36
S. Khaoui,76,4100,182.88,150,72,60,34,74,59,74,78,74,71,75,72,72,76,61,69,74,60,66,49,69,42,28,66,64,51
A. Traoré,77,4100,180.34,159,54,52,55,75,43,75,59,41,70,75,67,69,64,72,66,57,63,65,66,57,68,69,67,69,60
L. Montes,72,2400,165.1,148,67,67,46,74,73,67,73,71,74,70,67,66,82,68,87,71,70,75,59,70,70,55,66,73,45
K. Nordfeldt,74,2500,190.5,187,11,13,13,41,11,14,20,11,26,24,55,52,58,70,46,19,83,33,74,12,24,23,15,28,7
S. Yago,77,3400,180.34,170,72,34,67,67,40,68,48,41,66,68,66,68,65,72,74,59,75,76,74,27,82,71,60,69,61
Hugo Rubiães,72,950,175.26,165,48,55,61,71,60,67,70,54,66,71,76,64,78,72,66,74,56,67,67,64,67,76,58,62,78
Y. Bammou,73,3700,187.96,172,68,72,74,72,66,73,69,59,69,74,65,66,70,65,51,75,74,66,74,71,83,45,68,73,32
N. Powell,76,4100,182.88,143,59,71,64,68,59,71,64,55,66,73,72,68,68,71,75,70,69,70,64,71,59,36,72,69,46
Carleto Costinha,72,3300,175.26,152,72,68,47,75,61,71,71,73,63,74,88,82,81,64,81,61,53,63,44,51,42,43,71,73,19
S. Naismith,72,2700,177.8,159,59,71,75,69,66,68,70,42,65,70,74,71,75,78,67,74,86,78,76,64,86,53,73,78,53
Mauro Riboas,72,3300,175.26,165,73,44,42,74,76,71,64,73,51,75,67,66,74,73,70,77,69,46,53,76,69,48,75,81,32
A. Mosquera,74,2900,180.34,172,55,36,74,66,38,44,50,36,56,59,76,75,70,69,55,58,70,74,76,45,76,68,37,56,66
M. Schmiedebach,72,2400,170.18,154,65,31,54,70,48,69,58,51,69,70,72,68,75,70,86,68,85,76,65,57,78,71,64,73,75
R. Gómez,75,3900,165.1,141,71,65,49,66,57,74,78,73,69,71,83,91,87,67,90,72,58,88,34,75,68,55,58,52,26
J. Sala,73,3000,180.34,165,74,50,60,70,68,70,70,66,66,72,71,75,72,68,71,72,69,73,71,70,74,70,64,70,68
A. Bamba,72,2500,182.88,159,64,28,62,69,49,61,58,49,65,69,80,79,78,68,66,50,75,81,72,53,65,68,53,61,65
Y. En-Nesyri,78,4400,193.04,172,48,73,69,63,67,74,40,47,46,72,75,77,68,70,44,70,74,64,64,68,57,31,71,59,27
S. Jung,72,2500,177.8,159,78,42,61,75,44,71,70,45,74,74,71,68,68,72,75,72,73,47,66,54,76,72,53,74,74
R. Matos,75,3900,182.88,174,62,67,64,70,60,79,66,62,50,79,75,77,79,65,76,70,88,71,66,66,56,26,74,68,42
S. Polter,73,3600,190.5,205,51,74,74,55,68,63,45,42,47,67,65,75,58,70,59,77,72,73,90,61,80,30,73,69,15
Douglas,72,2600,170.18,132,75,59,49,75,56,79,76,56,69,70,78,83,82,71,86,78,75,66,54,67,69,64,66,65,75
V. Regini,72,2600,185.42,174,64,32,64,64,25,56,44,33,60,64,68,68,68,72,59,68,72,69,72,27,70,76,46,60,72
H. Martín,75,4000,177.8,161,64,73,73,67,66,72,64,51,62,71,78,77,90,71,77,72,80,78,47,64,51,42,72,70,45
C. Galano,72,3300,170.18,152,65,67,43,70,64,70,72,72,59,72,91,92,95,68,92,61,83,92,62,70,49,16,66,65,13
Aleñá,85,6000,180.34,161,66,66,34,72,41,76,68,59,68,75,78,76,75,71,75,66,52,66,63,72,52,68,67,70,70
M. Waghorn,72,3200,177.8,183,70,75,66,68,61,67,68,72,65,64,67,76,62,66,72,77,65,72,79,75,70,28,70,69,20
C. Pinsoglio,72,2200,193.04,187,13,11,13,24,8,18,11,18,28,22,43,41,36,62,40,18,71,34,60,6,32,18,11,64,20
W. Foderingham,75,2600,185.42,165,21,13,20,37,13,12,14,14,34,28,46,40,62,69,42,23,58,34,71,15,30,19,12,53,12
T. Trybull,74,3200,180.34,159,57,35,58,71,56,63,56,54,66,67,66,58,69,65,70,61,74,82,74,61,80,74,52,71,72
I. Kiese Thelin,74,3800,187.96,181,46,71,78,74,68,65,48,35,59,72,46,62,61,71,45,71,52,77,85,58,71,20,74,65,35
T. Kalas,76,3400,182.88,176,51,38,73,68,24,61,25,18,50,64,71,74,67,70,70,66,81,74,76,65,66,69,46,69,69
K. Kerschbaumer,73,3600,180.34,170,59,63,48,75,48,67,58,63,68,70,69,75,72,70,71,72,66,88,70,68,76,66,68,73,62
P. Díaz,79,3700,180.34,154,68,37,71,66,27,62,39,41,71,67,77,79,64,69,45,49,85,76,77,43,61,71,51,64,62
J. Morrison,72,2400,177.8,141,77,70,63,74,80,73,64,60,70,75,60,55,70,70,77,80,51,60,61,74,69,59,70,74,53
J. Foyth,85,5500,187.96,152,41,43,73,71,43,66,41,47,49,69,71,71,72,73,72,56,72,65,71,39,58,72,46,57,70
M. Ducksch,76,4100,187.96,174,61,73,72,63,73,64,72,67,42,71,64,68,63,74,62,74,71,66,74,66,55,29,74,65,27
H. Dalsgaard,72,2500,193.04,179,70,58,62,64,51,66,48,52,58,67,77,82,68,66,66,67,65,70,73,54,68,75,69,58,67
G. Barry,72,425,182.88,172,75,56,69,76,63,68,76,71,71,76,30,33,43,71,60,74,70,47,74,69,74,68,58,81,80
Y. Al Shahrani,74,3100,170.18,134,69,48,53,71,55,67,68,65,66,70,87,84,80,68,73,68,52,78,58,66,64,71,68,63,68
A. Biyogo Poko,76,3900,172.72,159,58,58,60,70,44,76,41,50,68,74,75,73,72,75,78,69,65,87,69,49,91,73,69,58,68
T. Letschert,75,3300,187.96,185,65,52,71,66,38,57,69,68,68,65,69,67,67,63,70,72,84,63,81,67,80,67,49,65,70
J. Jeanvier,76,3400,185.42,185,39,30,73,65,30,44,44,39,46,60,68,70,68,75,60,46,72,72,81,31,72,68,45,62,68
I. Piris,72,2400,172.72,161,68,40,58,65,40,66,65,45,66,69,84,72,79,77,75,64,82,75,64,51,77,71,48,69,68
S. Moreira,78,3600,177.8,159,71,26,56,73,35,63,43,29,67,64,70,71,74,70,68,43,53,78,62,28,71,74,56,64,72
F. Moubandje,72,2500,180.34,163,65,42,66,71,52,70,61,48,67,71,70,71,65,72,68,63,90,78,77,40,73,72,68,71,61
C. Falletti,75,3900,170.18,143,68,60,47,72,61,77,72,66,64,78,79,85,86,64,77,69,64,76,62,70,42,15,64,72,50
J. Morávek,72,3100,180.34,170,72,66,58,77,74,75,64,67,73,74,50,48,74,72,72,70,53,48,66,74,64,60,71,68,49
E. Alioski,73,3700,172.72,139,72,70,63,67,57,67,61,62,63,68,85,79,78,68,76,75,65,82,58,70,74,51,65,56,52
M. Rzatkowski,72,3100,172.72,146,69,60,39,73,64,73,75,72,70,72,77,75,82,72,85,70,63,86,56,69,63,72,69,65,67
Álvaro,73,3600,182.88,172,59,75,67,64,69,69,65,54,60,68,73,74,72,67,70,75,73,66,74,73,64,33,74,59,45
K. Lafferty,72,3000,193.04,194,58,71,76,64,74,66,57,75,45,67,67,67,63,74,71,76,81,71,80,66,82,17,69,69,24
L. Reyes,73,3500,175.26,165,52,58,53,73,42,68,64,47,71,71,70,67,80,70,76,64,77,88,69,65,79,73,59,65,70
P. Bardsley,72,1200,180.34,174,70,47,69,70,43,66,66,33,64,70,57,50,65,74,62,83,73,72,76,66,85,73,58,67,73
J. Hugill,75,3900,182.88,187,53,72,80,63,61,67,55,35,25,67,69,77,61,66,62,73,86,84,85,58,92,28,67,62,38
R. Salinas,72,2200,180.34,172,73,62,61,75,44,69,70,61,63,70,69,69,63,70,53,74,65,78,70,67,70,68,69,75,70
Y. Bissouma,82,5000,182.88,176,65,50,60,73,38,75,62,75,70,74,74,71,72,66,76,80,59,64,67,72,64,68,67,70,62
D. Lezcano,72,3200,177.8,174,59,71,70,68,66,72,68,75,63,73,81,83,79,68,78,71,87,77,67,69,82,47,71,76,38
J. Puncheon,72,2400,172.72,146,74,66,46,75,65,71,75,74,74,74,61,58,68,74,84,70,60,58,64,68,72,59,73,75,68
E. López,76,4100,167.64,146,58,68,41,70,53,78,65,64,64,76,76,77,85,53,86,76,67,70,48,73,32,17,63,70,47
O. Rivero,75,3900,187.96,181,25,72,71,62,71,68,26,24,57,69,72,73,75,69,70,74,72,74,80,69,69,22,73,67,20
A. Zaldívar,77,4200,177.8,168,60,71,73,64,62,68,65,45,60,72,79,79,76,59,66,73,66,73,77,64,43,35,72,61,38
T. Zengin,72,1300,193.04,198,13,11,13,23,11,8,13,12,21,28,32,31,44,58,49,13,66,30,70,12,31,23,15,58,13
K. Onisiwo,72,3300,187.96,187,70,66,65,68,57,75,63,56,67,72,75,79,68,65,63,72,55,71,78,60,63,49,69,68,58
D. Le Tallec,73,2800,187.96,176,52,60,74,73,58,69,64,37,65,70,68,69,65,68,60,67,74,69,77,60,66,75,65,64,76
R. Gosens,77,4200,182.88,168,73,59,57,73,60,74,70,58,70,73,76,74,68,70,66,72,91,78,65,66,68,64,60,60,74
S. Bahoken,75,3900,185.42,172,61,76,65,62,52,71,41,30,26,69,79,80,76,61,73,73,63,61,75,62,54,23,72,63,12
N. Höfler,72,2500,180.34,172,54,41,61,76,40,64,53,50,68,69,60,54,68,69,64,62,85,74,72,49,68,75,51,76,69
M. Trotta,74,3900,187.96,187,64,70,75,58,68,66,49,69,43,70,65,66,63,72,59,76,74,63,74,65,57,36,75,74,50
J. Dezi,74,3700,177.8,152,54,65,52,74,53,72,55,58,71,74,77,75,69,64,73,59,75,93,53,60,66,62,68,73,62
N. Baker,74,3000,187.96,181,44,30,74,54,30,26,41,20,40,48,51,54,46,70,48,59,72,62,83,19,84,70,23,53,70
J. Murphy,72,3100,177.8,159,69,71,49,68,65,75,67,59,62,72,78,82,77,69,75,68,73,78,68,70,58,50,70,73,53
E. Prib,72,3100,180.34,170,73,61,55,72,63,73,71,68,67,73,73,69,69,72,74,74,71,63,67,76,63,66,69,65,70
A. Adnan,75,3900,185.42,154,74,56,62,70,56,77,66,74,68,73,76,76,73,71,60,86,66,82,76,74,74,68,66,70,65
Rui Fonte,72,3200,180.34,161,61,72,70,73,73,66,73,63,68,74,66,64,71,74,66,67,75,69,61,61,59,40,78,77,46
J. Bennett,72,2500,177.8,163,70,35,63,70,51,67,48,61,67,69,74,64,72,72,69,65,71,69,65,28,75,74,53,64,71
S. Sensi,77,3500,167.64,137,65,48,30,77,49,73,73,75,78,78,68,55,66,68,87,61,51,69,64,68,69,67,63,74,63
